id,text,label,source
ag_100597,Celtic invited to make complaint Glasgow Celtic FC have been invited to make an official complaint after manager Martin O #39;Neill claimed one of his players was the victim of racism.,0,ag_news
ag_83147,"Arafat Opens Eyes, Communicating - Israeli Report (Reuters) Reuters - Palestinian President Yasser Arafat\has partially emerged from his coma in a French hospital,\opening his eyes and communicating with his doctors, an Israeli\newspaper Web site said Saturday citing Palestinian sources.",0,ag_news
elife_616,"Vilya, a component of the recombination nodule, is required for meiotic double-strand break formation in Drosophila",1,elife
elife_908,Structure of the human epithelial sodium channel by cryo-electron microscopy,1,elife
elife_1533,A randomized feasibility trial comparing four antimalarial drug regimens to induce Plasmodium falciparum gametocytemia in the controlled human malaria infection model,1,elife
elife_449,"Future life expectancy in Europe taking into account the impact of smoking, obesity, and alcohol",1,elife
ag_11626,"Stocks off slightly despite oil news A brokerage firm #39;s negative outlook for the semiconductor industry pushed down tech shares yesterday, while the broader market was little changed as a jump in jobless claims offset investors #39; relief over declining oil prices.",0,ag_news
elife_467,Prediction of primary somatosensory neuron activity during active tactile exploration,1,elife
elife_1253,Complementary control of sensory adaptation by two types of cortical interneurons,1,elife
elife_1476,Aurkb/PP1-mediated resetting of Oct4 during the cell cycle determines the identity of embryonic stem cells,1,elife
elife_1005,A synergy-based hand control is encoded in human motor cortical areas,1,elife
ag_35604,"Interstate Bakeries files bankruptcy Interstate Bakeries Corp. (IBC.N: Quote, Profile, Research) on Wednesday filed for bankruptcy after struggling with more than \$1.3 billion in debt and weak demand for bread products",0,ag_news
elife_1802,IRF4 haploinsufficiency in a family with Whipple’s disease,1,elife
elife_2005,Multiple decay events target HAC1 mRNA during splicing to regulate the unfolded protein response,1,elife
elife_942,Precardiac deletion of Numb and Numblike reveals renewal of cardiac progenitors,1,elife
ag_101685,"UN blames rebels in Darfur The rebel Sudan Liberation Army was solely responsible for restarting the fighting in north Darfur, the chief UN envoy for Sudan, Jan Pronk, said yesterday.",0,ag_news
ag_83983,"Iraq Declares State of Emergency as Insurgents Step Up Attacks Faced with a surge in deadly guerrilla attacks, Prime Minister Ayad Allawi declared martial law across most of the country today as American and Iraqi troops made final",0,ag_news
ag_15392,"Thatcher #39;s wife lands at Heathrow The wife and children of Mark Thatcher, who is charged over an alleged coup plot, have landed in the UK on a flight from South Africa.",0,ag_news
elife_1317,Pathway-specific dysregulation of striatal excitatory synapses by LRRK2 mutations,1,elife
elife_298,An oxygen-insensitive Hif-3α isoform inhibits Wnt signaling by destabilizing the nuclear β-catenin complex,1,elife
elife_207,A systematic view on influenza induced host shutoff,1,elife
elife_1261,Complementary contributions of basolateral amygdala and orbitofrontal cortex to value learning under uncertainty,1,elife
elife_1454,Structural color in Junonia butterflies evolves by tuning scale lamina thickness,1,elife
elife_141,Obligate coupling of CFTR pore opening to tight nucleotide-binding domain dimerization,1,elife
elife_191,"A dynamin 1-, dynamin 3- and clathrin-independent pathway of synaptic vesicle recycling mediated by bulk endocytosis",1,elife
ag_76311,"UPDATE 4-Viacom posts profit; sets \$8 billion buyback Viacom Inc. (VIAb.N: Quote, Profile, Research) (VIA.N: Quote, Profile, Research) on Thursday said its quarterly profit from continuing operations rose 12 percent",0,ag_news
elife_1096,Direct measurement of TRPV4 and PIEZO1 activity reveals multiple mechanotransduction pathways in chondrocytes,1,elife
ag_18500,"Twins Edge Royals 4-3 MINNEAPOLIS - Terry Tiffee led off the bottom of the ninth with his first major league home run to lift the Minnesota Twins past Kansas City 4-3 on Saturday.    Tiffee, who joined the Twins when rosters expanded on Sept...",0,ag_news
ag_12947,"Hungarian Weight Lifter and Hammer Champ Face Loss of Medals record-setting Hungarian weight lifter was in danger of losing his silver medal yesterday because he failed a drug test, a national Olympic committee spokesman said.",0,ag_news
ag_41002,Branson unveils deal for first commercial space flights The Virgin chief Sir Richard Branson announced his company has signed an agreement potentially worth 14 million to secure the world #39;s first commercial flights to space.,0,ag_news
ag_21898,"Apple security hole fixes p2pnet.net News:- Apple Computer has issued a patch for 15 Mac OS X security flaws. But,  quot;It ain #39;t us - it #39;s them! quot; - it #39;s saying of some of the problems,  #39;them #39; being certain open source components.",0,ag_news
ag_56456,"NFL Game Preview The Indianapolis Colts will be in search of their fourth consecutive win on Sunday, when Tony Dungy #39;s crew welcomes the Oakland Raiders to the RCA Dome.",0,ag_news
elife_1401,Computational 3D histological phenotyping of whole zebrafish by X-ray histotomography,1,elife
elife_1793,Gradients in the mammalian cerebellar cortex enable Fourier-like transformation and improve storing capacity,1,elife
ag_124224,"Panathinaikos 2, Arsenal 2 Arsenal keeper Jens Lehmann was left red-faced in Athens as two costly mistakes ensured that a Champions League victory slipped through his side #39;s fingers again.",0,ag_news
ag_126582,"Telekom Austria taps the Bulgarian market Telekom Austria, Austrias largest telecoms operator, obtained access to the relatively underdeveloped East European mobile services market by winning the right to purchase the Bulgarian mobile operator MobilTel for 1.6billion (\$2.12billion).",0,ag_news
elife_163,MicroRNA-9 controls dendritic development by targeting REST,1,elife
ag_95470,"Iraqis, U.S. Hail Falluja Success, Threats Remain  FALLUJA, Iraq (Reuters) - U.S. Lieutenant-General John  Sattler declared on Thursday his forces had ""broken the back of  the insurgency"" in Falluja, but U.S. troops still faced dangers  in the city and guerrillas attacked elsewhere in Iraq.",0,ag_news
20ng_2338,": Are you saying that their was a physical Adam and Eve, and that all
: humans are direct decendents of only these two human beings.?  Then who
: were Cain and Able's wives?  Couldn't be their sisters, because A&E
: didn't have daughters.  Were they non-humans?

Genesis 5:4

and the days of Adam after he begat Seth were eight hundred years, and
he begat sons and daughters:",0,20newsgroups
ag_83261,Pakistan offers Afghan terror aid Pakistan's President Musharraf offers support to Afghanistan in tracking down al-Qaeda fighters in border regions.,0,ag_news
ag_78611,"Testaverde #39;s scramble sparks Cowboys IRVING, Texas - The Dallas Cowboys finally got some big plays from the old legs in their running game, only they didnt come from 33-year-old Richie Anderson or 31-year-old Eddie George.",0,ag_news
elife_64,A new topology of the HK97-like fold revealed in Bordetella bacteriophage by cryoEM at 3.5 Å resolution,1,elife
ag_63100,"Russian prosecutor says Beslan school attackers were drug addicts (Canadian Press) Canadian Press - MOSCOW (AP) - Forensic tests have shown that some of the militants who took more than 1,000 people hostage in a school in the southern Russian town of Beslan last month were drug addicts, a senior prosecutor was quoted as saying Sunday.",0,ag_news
elife_1660,Fucosylation and protein glycosylation create functional receptors for cholera toxin,1,elife
ag_59819,"Astros, Cardinals Tied 4-4 After Five St. Louis Cardinals #39; Albert Pujols hits a two-run homer in the first inning to tie the game against the Houston Astros during Game 1 of the National League Championship Series at Busch Stadium in St.",0,ag_news
ag_69186,Muncie to Get 300 New Jobs (Muncie) - Governor Joe Kernan announced a deal Friday that will lead to a new auto parts factory in Delaware County. Magna Drivetrain will create more than 300 jobs.,0,ag_news
elife_1726,Group II intron inhibits conjugative relaxase expression in bacteria by mRNA targeting,1,elife
ag_111962,"Pygmy Chimpanzees on Brink of Extinction -- WWF (Reuters) Reuters - Pygmy chimpanzees, one of\humanity's closest living relatives, have been pushed to the\brink of extinction in the war-battered Democratic Republic of\Congo, conservation group WWF International said on Thursday.",0,ag_news
elife_1888,A Mammalian enhancer trap resource for discovering and manipulating neuronal cell types,1,elife
elife_611,The genetic landscape for amyloid beta fibril nucleation accurately discriminates familial Alzheimer’s disease mutations,1,elife
ag_54171,"Sun and Kodak settle out of court In an out of court settlement, Sun Microsystems has agreed to pay Kodak \$92 million to settle the long running patent case involving Java technology.",0,ag_news
ag_59964,"Championship season For the city, the team #39;s WNBA championship was the first major professional title for a local franchise in a generation. It #39;s time tomorrow for a downtown civic celebration -- much like the one with the Sonics in 1979.",0,ag_news
elife_3,Carbon recovery dynamics following disturbance by selective logging in Amazonian forests,1,elife
elife_44,Functional evaluation of transposable elements as enhancers in mouse embryonic and trophoblast stem cells,1,elife
elife_661,Non-catalytic motor domains enable processive movement and functional diversification of the kinesin-14 Kar3,1,elife
ag_33002,Iraq PM Adamant Jan. Election Will Be Held Iraqi Prime Minister Iyad Allawi said Sunday elections would be held on schedule in January despite a surge in violence and more than a score of hostages under threat of death from insurgents.,0,ag_news
20ng_1105,"Please unsubscribe pancamo@blkbox.com.  This user has become inactive and I
wish to discontinue his participation in this mailing list.",0,20newsgroups
20ng_16076,"I have the following games for sale/trade. Make an offer.

Trouble Shooter
Where in Time is Carmen Sandiego?

-- 
brian
oplinger@ra.crd.ge.com",0,20newsgroups
elife_1860,Computational prediction of CTCF/cohesin-based intra-TAD loops that insulate chromatin contacts and gene expression in mouse liver,1,elife
ag_26027,"Growth in market share pleases Foodland Foodland Associated has been making inroads in New Zealand and this may help strengthen its position in Australia, where it faces fierce competition from bigger rivals, such as Coles.",0,ag_news
ag_74586,"Google Buys Digital Mapping Company Google Inc. said Wednesday that it acquired Keyhole Corp., a Mountain View, Calif.-based company that combines a database of mapping information and images collected from satellites and airplanes with software.",0,ag_news
elife_1060,Human B cell lineages associated with germinal centers following influenza vaccination are measurably evolving,1,elife
elife_1743,The origins and consequences of UPF1 variants in pancreatic adenosquamous carcinoma,1,elife
elife_1824,Resolving rates of mutation in the brain using single-neuron genomics,1,elife
elife_1560,Extracellular matrix signatures of human mammary carcinoma identify novel metastasis promoters,1,elife
ag_5098,"Alcatel Spreading DSL Wealth in China Building on a longstanding relationship, Alcatel (Quote, Chart) will help China Telecom deploy 1.3 million DSL (define) lines, the latest in a slew of recent industry deals from emerging markets.",0,ag_news
elife_1385,CD163 and pAPN double-knockout pigs are resistant to PRRSV and TGEV and exhibit decreased susceptibility to PDCoV while maintaining normal production performance,1,elife
ag_106605,"No Jeopardy for Jackson Hewitt H R Block rival Jackson Hewitt waits for the tax season, and profits, to arrive.",0,ag_news
elife_202,Principles of self-organization and load adaptation by the actin cytoskeleton during clathrin-mediated endocytosis,1,elife
elife_628,AP2 hemicomplexes contribute independently to synaptic vesicle endocytosis,1,elife
elife_479,The effect of hybridization on transposable element accumulation in an undomesticated fungal species,1,elife
ag_121310,Pfizer: Exubera Does Well in Trials Drug makers Pfizer Inc. and Sanofi-Aventis on Tuesday posted positive results from mid-stage trials of an inhaled insulin product for diabetics.,0,ag_news
ag_107551,"Gateway #39;s Return to Japan May Be Symbolic Gateway Computer is returning to the Japanese computer market, which it abandoned in 2001. But analysts wonder whether the computer manufacturer can make much money there; the market is mature, and it is dominated by local brands.",0,ag_news
elife_1937,Tracking transcription factor mobility and interaction in Arabidopsis roots with fluorescence correlation spectroscopy,1,elife
ag_33023,"PeopleSoft Forges Ahead With Product Plans At Connect conference, customers will hear about the progress of its Total Cost of Ownership initiative, as well as upgrades to its HR and JD Edwards #39; manufacturing software.",0,ag_news
ag_97402,"Policy Meets Reality in West as Cattle Tracking Is Tested Wide-open spaces, technological glitches and bitter cold all are potential obstacles to plans to track livestock and protect the food supply from disease and bioterrorism.",0,ag_news
elife_929,Breaking down hierarchies of decision-making in primates,1,elife
elife_1304,Evolutionary genomics of epidemic visceral leishmaniasis in the Indian subcontinent,1,elife
elife_1654,Correlated magnetic resonance imaging and ultramicroscopy (MR-UM) is a tool kit to assess the dynamics of glioma angiogenesis,1,elife
elife_1792,An expanded toolkit for gene tagging based on MiMIC and scarless CRISPR tagging in Drosophila,1,elife
ag_77476,Ukraine Challenger Predicts Mass Cheating in Vote  KIEV (Reuters) - Liberal challenger Viktor Yushchenko  predicted on Friday that Ukrainian authorities would resort to  mass fraud to ensure victory for the establishment candidate in  an increasingly tense weekend presidential poll.,0,ag_news
ag_102595,More feared dead after quake in Indonesia #39;s Papua A series of aftershocks in Indonesia #39;s remote Papua province on Saturday hampered rescue efforts a day after a major earthquake killed at least 13 people and injured 65.,0,ag_news
ag_98734,Trump casino business files for bankruptcy NEW YORK -- Donald J. Trump #39;s casino empire has filed for bankruptcy protection after months of negotiations with bondholders over restructructuring a crushing debt.,0,ag_news
elife_279,A tryparedoxin-coupled biosensor reveals a mitochondrial trypanothione metabolism in trypanosomes,1,elife
elife_560,The neural basis for a persistent internal state in Drosophila females,1,elife
elife_1402,Exportin Crm1 is repurposed as a docking protein to generate microtubule organizing centers at the nuclear pore,1,elife
elife_1717,Activity and Ca2+ regulate the mobility of TRPV1 channels in the plasma membrane of sensory neurons,1,elife
elife_2041,Intracellular antibody signalling is regulated by phosphorylation of the Fc receptor TRIM21,1,elife
elife_266,Proteomics reveals synergy between biomass degrading enzymes and inorganic Fenton chemistry in leaf-cutting ant colonies,1,elife
ag_23177,"Insurgents hunted down to border stronghold in US-led fightback US-LED forces attacked two Iraqi rebel strongholds yesterday, killing nearly two dozen insurgents in a town near the Syrian border and bombing targets in Fallujah for a third day.",0,ag_news
ag_49292,"Microsoft #39;s jumbo patch THEY labour long hours to write their software, testing and perfecting it. They toil in obscurity, fully aware that they will never get credit for their work.",0,ag_news
20ng_1118,"A few comments on the ATF's botched handling of this case:

1. Attempting to storm the compound in broad daylight?  The explanation
   we were given (at least at one point) was that they thought the cult
   members would be at religious services.  My only comment on this bit
   of idiocy is that if you're going to operate as a quasi-military unit,
   you'd better understand basic military tactics.  One cardinal rule
   is that only a fool plans an operation where if one assumption is
   incorrect, the operation will fail disastrously.

2. We were told that ATF got four agents killed because they were
   outgunned, they didn't expect such heavy resistance.  When
   questioned about why such an overwhelming military-style assault
   was planned, we were told that it was because the cultists were
   thought to be heavily armed.  Can you say contradictory?  I knew
   you could!

3. The BATF has had a bad reputation for years as a bunch of arrogant,
   hotdoggers.  I was talking to relatives a couple of weeks ago and
   referred to them as a bunch of Crockett and Tubbs wannabes.  I'm
   more than ever convinced that's right on target.  An anecdote not
   related to the Waco fiasco is that apparently the BATF screwed up
   some of the evidence in the World Trade Center bombing.  There's
   now an excellent chance some of the forensic evidence gathered by
   the FBI will not be admissible in court.  This is not hearsay.  I
   was told this by a relative of my wife's who happens to be an FBI
   agent.  His opinion of the BATF was, ummm, well, let's just say
   uncomplimentary.

4. I have *still* not been presented with one iota of evidence that
   the BD's had *any* of the alleged illegal weaponry which was the
   reason for the raid in the first place.  BTW, we're *still* hearing
   this justification.  AG Reno, on CNN yesterday, made references
   to this issue, without any substantiation.  She also waved around
   the ""He's a child abuser and we heard he was beating the children!""
   flag.  Sigh.

5. A point re the Feds in general: their handling of the whole siege
   reflected a complete lack of understanding of the probable thought
   processes of the cultists.  AG Reno said they pushed the button
   because they were afraid a mass suicide was in the offing.  My
   only comment on that is that if the cultists were that close to
   the edge, what the hell did she think their reaction would be to
   an hours-long assault on the compound where holes were punched in
   the walls and CS gas pumped in?  If I were a BD, I'd expect the
   forces of the godless government to assault me at any time.  In
   that light, whether they torched themselves or drank Jim Jones
   Kool-Aid is irrelevant.  Also, look at how the siege was conducted:
   Bright lights, loud rock music, cutting off communications and
   other contact with the outside.  All measures designed to make the
   BD's feel more and more isolated and threatened.  This might have
   been a great strategy - if they were dealing with criminals.  As it
   was, it looks to me like everything they did fed into Koresh's
   paranoid delusions.




-- 

#include <std_disclaimer.h>",0,20newsgroups
ag_90173,Fallujah fight is not the walkover the US expected US-led troops battling for control of Fallujah yesterday took their fight against rebels to the south of the Iraqi city as scores of insurgents opened a new front in Mosul in the north.,0,ag_news
ag_32817,Colombia Says Marxist Rebels Killed Venezuelans Colombia blamed Marxist FARC rebels on Sunday for killing at least five Venezuelan soldiers and an oil engineer in one of the deadliest attacks in recent years on the two country #39;s jungle border.,0,ag_news
elife_2061,Dendritic mitochondria reach stable positions during circuit development,1,elife
elife_450,Local emergence in Amazonia of Plasmodium falciparum k13 C580Y mutants associated with in vitro artemisinin resistance,1,elife
ag_96851,"Busch wins Ford 400 pole HOMESTEAD, Fla. - Kurt Busch wanted everyone else in contention to win the Nextel Cup Series championship to chase him in the Ford 400.",0,ag_news
elife_1296,Peripheral optogenetic stimulation induces whisker movement and sensory perception in head-fixed mice,1,elife
elife_78,SETD2 is required for DNA double-strand break repair and activation of the p53-mediated checkpoint,1,elife
ag_11010,"Intel #39;s Centrino connects with all Wi-Fi standards Intel announced on Thursday a component that #39;s compatible with all Wi-Fi standards, which will let the chipmaker reach the full audience of individuals seeking to be wirelessly connected.",0,ag_news
elife_1284,Metabolic network rewiring of propionate flux compensates vitamin B12 deficiency in C. elegans,1,elife
ag_127147,"Internet access is free on ferries during tests Tests of high-speed wireless Internet service on one of the region #39;s busiest ferry runs have been canceled, but the service, referred to as Wi-Fi, might still become available on that run, between Seattle and Bremerton, the ferry service said.",0,ag_news
elife_1457,Uncovering a novel function of the CCR4-NOT complex in phytochrome A-mediated light signalling in plants,1,elife
ag_43273,"NFL concedes mistakes by officials Washington Redskins coach Joe Gibbs yesterday expressed displeasure with a pair of officiating calls in Washington #39;s 21-18 loss to the Dallas Cowboys on Monday night, and the NFL responded by conceding its crew made two mistakes.",0,ag_news
ag_12156,"African Union Force Seen as Main Hope for Darfur Days before a UN deadline for Sudan to disarm and prosecute those responsible for violence in the country #39;s Darfur region, nations are looking to the African Union",0,ag_news
elife_1944,Cortex cis-regulatory switches establish scale colour identity and pattern diversity in Heliconius,1,elife
elife_1112,Reduced expression of C/EBPβ-LIP extends health and lifespan in mice,1,elife
ag_10393,"Iraq a training ground for US 'Renaissance warriors' WASHINGTON -- On a sun-drenched morning in Sadr City, an Army officer and his patrol may first have to size up an Iraqi civilian bearing an automatic rifle: Is he friend or foe? A few hours later, the same patrol leader might shift his focus from the dangers of stealth enemies to the status of the town's new sewage project. ...",0,ag_news
ag_28312,"Oracle exceeds August quarter earnings forecasts NEW YORK, September 15 (New Ratings) - Oracle Corporation (ORCL.NAS) reported its 1Q FY05 earnings ahead of expectations, despite a 36 year-over-year decline in the company #39;s enterprise application software sales during the quarter.",0,ag_news
ag_97716,ENGLAND v SOUTH AFRICA RATINGS JASON ROBINSON: The England captain boycotted the media all week but did his talking on the pitch as South Africa were comfortably dispatched.,0,ag_news
elife_1091,Essential metabolism for a minimal cell,1,elife
